Departamento,Epigrafe,Item_Nombre,Item_URL_XML,Seccion,Alertas,Materias
"['MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN']",['Acuerdos internacionales administrativos'],['Acuerdo internacional administrativo sobre las condiciones de adscripción en comisión de servicio de un funcionario español al Consejo de Europa.'],https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-17042,['I. Disposiciones generales'],"['Administración de Justicia', 'Función Pública', 'Relaciones internacionales']","['Acuerdos internacionales', 'Consejo de Europa', 'Funcionarios de la Administración de Justicia']"
"['MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA']",['Seguridad del tráfico ferroviario. Títulos y habilitaciones'],"['Orden TMA/1254/2020, de 8 de diciembre, por la que se modifica la Orden FOM/2872/2010, de 5 de noviembre, por la que se determinan las condiciones para la obtención de los títulos habilitantes que permiten el ejercicio de las funciones del personal ferroviario relacionadas con la seguridad en la circulación, así como el régimen de los centros homologados de formación y de los de reconocimiento médico de dicho personal.']",https://www.boe.es/diario_boe/xml.php?id=BOE-A-2020-17043,['I. Disposiciones generales'],"['Trabajo y empleo', 'Transportes y tráfico']","['Bizkaia', 'Cantabria', 'Capacitación profesional', 'Certificados', 'Conductores de vehículos de motor', 'Ferrocarriles', 'Formación profesional', 'Licencias', 'Lleida', 'Títulos académicos y profesionales']"
