Seccion,Item_Doc_Name,Fecha_publicacion,PDF_Link,Item_Title,Item_Link,Tags,Match_ASECORP_BBDD
L053,32021R0177,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0177&from=ES"";""Doc: 32021R0177"")","Reglamento (UE) 2021/177 del Parlamento Europeo y del Consejo, de 10 de febrero de 2021, por el que se modifica el Reglamento (UE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0001.01.SPA&toc=OJ:L:2021:053:TOC,"Reglamento (UE) 2020/2221, Reglamento (UE) 2020/2094",
L053,32021R0178,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0178&from=ES"";""Doc: 32021R0178"")","Reglamento de Ejecución (UE) 2021/178 de la Comisión, de 8 de febrero de 2021, por el que se establece información técnica para el cálculo de las provisiones técnicas y los fondos propios básicos a efectos de la presentación de información con fecha de referencia comprendida entre el 31 de diciembre de 2020 y el 30 de marzo de 2021 de conformidad con la Directiva 2009/138/CE del Parlamento Europeo y del Consejo, sobre el acceso a la actividad de seguro y de reaseguro y su ejercicio",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0006.01.SPA&toc=OJ:L:2021:053:TOC,,
L053,32021R0179,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0179&from=ES"";""Doc: 32021R0179"")","Reglamento de Ejecución (UE) 2021/179 de la Comisión, de 8 de febrero de 2021, por el que se inscribe un nombre en el Registro de Denominaciones de Origen Protegidas y de Indicaciones Geográficas Protegidas [«Dalmatinska panceta» (IGP)]",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0097.01.SPA&toc=OJ:L:2021:053:TOC,,
L053,32021R0180,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0180&from=ES"";""Doc: 32021R0180"")","Reglamento de Ejecución (UE) 2021/180 de la Comisión, de 9 de febrero de 2021, por el que se inscribe un nombre en el Registro de Denominaciones de Origen Protegidas y de Indicaciones Geográficas Protegidas [«Dalmatinska pečenica» (IGP)]",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0098.01.SPA&toc=OJ:L:2021:053:TOC,,
L053,32021R0181,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0181&from=ES"";""Doc: 32021R0181"")","Reglamento de Ejecución (UE) 2021/181 de la Comisión, de 15 de febrero de 2021, que modifica el Reglamento (CE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0099.01.SPA&toc=OJ:L:2021:053:TOC,"Reglamento (UE) 2020/1693, Reglamento (UE) 2018/848",
L053,32021D0182,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0182&from=ES"";""Doc: 32021D0182"")","Decisión de Ejecución (UE) 2021/182 de la Comisión, de 12 de febrero de 2021, por la que se establece el desglose de los recursos REACT-UE para 2021 por Estado miembro ",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.053.01.0103.01.SPA&toc=OJ:L:2021:053:TOC,,
L054,32021D0176,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0176&from=ES"";""Doc: 32021D0176"")","Decisión (UE) 2021/176 del Consejo, de 5 de febrero de 2021, por la que se aprueban las enmiendas del Acuerdo sobre la cooperación en materia de lucha contra la contaminación del Mar del Norte por hidrocarburos y otras sustancias peligrosas (Acuerdo de Bonn) en lo referente a la ampliación del ámbito de aplicación de dicho Acuerdo y la adhesión del Reino de España al mismo",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.054.01.0001.01.SPA&toc=OJ:L:2021:054:TOC,,
L054,22021A0216(01),2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:22021A0216(01)&from=ES"";""Doc: 22021A0216(01)"")",Decisión de las Partes contratantes del Acuerdo sobre la cooperación en materia de lucha contra la contaminación del Mar del Norte por hidrocarburos y otras sustancias peligrosas relativa a la ampliación del ámbito de aplicación del Acuerdo con vistas a la cooperación a efectos de la vigilancia respecto de los requisitos del anexo VI del Convenio MARPOL,https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.054.01.0003.01.SPA&toc=OJ:L:2021:054:TOC,,
L054,22021A0216(02),2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:22021A0216(02)&from=ES"";""Doc: 22021A0216(02)"")",Decisión de las Partes contratantes del Acuerdo sobre la cooperación en materia de lucha contra la contaminación del Mar del Norte por hidrocarburos y otras sustancias peligrosas relativa a la adhesión del Reino de España al Acuerdo,https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.054.01.0006.01.SPA&toc=OJ:L:2021:054:TOC,,
L055,22021X0216(01),2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:22021X0216(01)&from=ES"";""Doc: 22021X0216(01)"")","Información relativa a la entrada en vigor del Acuerdo de Asociación global y reforzado entre la Unión Europea y la Comunidad Europea de la Energía Atómica y sus Estados miembros, por una parte, y la República de Armenia, por otra",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.055.01.0001.01.SPA&toc=OJ:L:2021:055:TOC,,
L055,32021D0183,2021-02-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0183&from=ES"";""Doc: 32021D0183"")","Decisión de Ejecución (UE) 2021/183 de la Comisión, de 12 de febrero de 2021, que modifica la Decisión de Ejecución (UE) 2017/2453 en lo que respecta al titular de la autorización y su representante en la Unión para la comercialización de productos que se compongan de determinadas colzas oleaginosas modificadas genéticamente, las contengan o se hayan producido a partir de ellas ",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.055.01.0002.01.SPA&toc=OJ:L:2021:055:TOC,Decisión de Ejecución (UE) 2017/2453,
