Seccion,Item_Doc_Name,Fecha_publicacion,PDF_Link,Item_Title,Item_Link,Tags,Match_ASECORP_BBDD
L081,32021R0406,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0406&from=ES"";""Doc: 32021R0406"")","Reglamento (UE) 2021/406 del Consejo, de 5 de marzo de 2021, por el que se modifican los Reglamentos (UE) 2021/91 y (UE) 2021/92 en lo que respecta a determinadas posibilidades de pesca provisionales en 2021 en aguas de la Unión y en aguas no pertenecientes a la Unión",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0001.01.SPA&toc=OJ:L:2021:081:TOC,"Reglamento (UE) 2021/91, Reglamento (UE) 2021/92",
L081,32021R0407,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0407&from=ES"";""Doc: 32021R0407"")","Reglamento Delegado (UE) 2021/407 de la Comisión, de 3 de noviembre de 2020, por el que se modifica el Reglamento (UE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0015.01.SPA&toc=OJ:L:2021:081:TOC,"Directiva 98/8, Reglamento de Ejecución (UE) 2016/1938",
L081,32021R0408,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0408&from=ES"";""Doc: 32021R0408"")","Reglamento (UE) 2021/408 de la Comisión, de 2 de marzo de 2021, por el que se establece el cierre de las pesquerías de lenguado europeo en la zona 7a para los buques que enarbolan el pabellón de Bélgica",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0018.01.SPA&toc=OJ:L:2021:081:TOC,,
L081,32021R0409,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0409&from=ES"";""Doc: 32021R0409"")","Reglamento (UE) 2021/409 de la Comisión, de 3 de marzo de 2021, por el que se establece el cierre de las pesquerías de solla en la zona 7a para los buques que enarbolan el pabellón de Bélgica",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0021.01.SPA&toc=OJ:L:2021:081:TOC,,
L081,32021R0410,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0410&from=ES"";""Doc: 32021R0410"")","Reglamento (UE) 2021/410 de la Comisión, de 4 de marzo de 2021, por el que se establece el cierre de las pesquerías de merlán en la zona 7a para los buques que enarbolan el pabellón de Bélgica",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0024.01.SPA&toc=OJ:L:2021:081:TOC,Reglamento (UE) 2020/123,
L081,32021R0411,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0411&from=ES"";""Doc: 32021R0411"")","Reglamento (UE) 2021/411 de la Comisión, de 4 de marzo de 2021, por el que se establece el cierre de las pesquerías de bacalao en la zona 7a para los buques que enarbolan el pabellón de Bélgica",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0027.01.SPA&toc=OJ:L:2021:081:TOC,,
L081,32021R0412,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0412&from=ES"";""Doc: 32021R0412"")","Reglamento de Ejecución (UE) 2021/412 de la Comisión, de 8 de marzo de 2021, que modifica el Reglamento de Ejecución (UE) 2017/962 en lo que respecta a la revisión de la suspensión de la autorización de la etoxiquina como aditivo en piensos",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0030.01.SPA&toc=OJ:L:2021:081:TOC,Reglamento de Ejecución (UE) 2017/962,
L081,32021R0413,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0413&from=ES"";""Doc: 32021R0413"")","Reglamento de Ejecución (UE) 2021/413 de la Comisión, de 8 de marzo de 2021, que renueva la aprobación de la sustancia activa de bajo riesgo harina de sangre con arreglo al Reglamento (CE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0032.01.SPA&toc=OJ:L:2021:081:TOC,"Directiva 91/414, Reglamento de Ejecución (UE) 1160/2020, Directiva 2008/127",REG 396/2005 EUR
L081,32021R0414,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0414&from=ES"";""Doc: 32021R0414"")","Reglamento de Ejecución (UE) 2021/414 de la Comisión, de 8 de marzo de 2021, relativo a las disposiciones técnicas para el desarrollo, el mantenimiento y la utilización de sistemas electrónicos para el intercambio y el almacenamiento de información con arreglo al Reglamento (UE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0037.01.SPA&toc=OJ:L:2021:081:TOC,"Decisión de Ejecución (UE) 2019/2151, Reglamento (UE) 2016/679, Reglamento de Ejecución (UE) 2015/2447, Reglamento Delegado (UE) 2016/341, Reglamento (UE) 2018/1725, Reglamento de Ejecución (UE) 2019/1026, Reglamento Delegado (UE) 2015/2446, Directiva (UE) 2020/262",
L081,32021L0415,2021-03-09,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021L0415&from=ES"";""Doc: 32021L0415"")","Directiva de Ejecución (UE) 2021/415 de la Comisión, de 8 de marzo de 2021, por la que se modifican las Directivas 66/401/CEE y 66/402/CEE del Consejo con el fin de adaptar los grupos taxonómicos y los nombres de determinadas especies de semillas y malas hierbas a la evolución de los conocimientos científicos y técnicos",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.081.01.0065.01.SPA&toc=OJ:L:2021:081:TOC,"Directiva 66/402, Directiva 66/401",
