Seccion,Item_Doc_Name,Fecha_publicacion,PDF_Link,Item_Title,Item_Link,Tags,Match_ASECORP_BBDD
L089,32021R0452,2021-03-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0452&from=ES"";""Doc: 32021R0452"")","Reglamento (UE) 2021/452 de la Comisión, de 15 de marzo de 2021, por el que se corrige la versión en lengua rumana del Reglamento (UE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.089.01.0001.01.SPA&toc=OJ:L:2021:089:TOC,Reglamento (UE) 2015/1588,
L089,32021R0453,2021-03-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021R0453&from=ES"";""Doc: 32021R0453"")","Reglamento de Ejecución (UE) 2021/453 de la Comisión, de 15 de marzo de 2021, por el que se establecen normas técnicas de ejecución orientadas a la aplicación del Reglamento (UE) n.",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.089.01.0003.01.SPA&toc=OJ:L:2021:089:TOC,Reglamento (UE) 2019/876,
L089,32021D0454,2021-03-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0454&from=ES"";""Doc: 32021D0454"")","Decisión (UE) 2021/454 del Consejo, de 12 de marzo de 2021, por la que se prorroga de nuevo la excepción temporal al Reglamento interno del Consejo establecida mediante la Decisión (UE) 2020/430, habida cuenta de las dificultades para viajar como consecuencia de la pandemia de COVID-19 en la Unión",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.089.01.0015.01.SPA&toc=OJ:L:2021:089:TOC,"Decisión (UE) 2020/1659, Decisión (UE) 2020/970, Decisión (UE) 2020/1253, Decisión (UE) 2020/430, Decisión (UE) 2021/26, Decisión (UE) 2020/702, Decisión (UE) 2020/556",
L089,32021D0455,2021-03-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0455&from=ES"";""Doc: 32021D0455"")","Decisión de Ejecución (UE) 2021/455 de la Comisión, de 15 de marzo de 2021, por la que se modifica la Decisión de Ejecución (UE) 2019/1326 en lo que concierne a las normas armonizadas de compatibilidad electromagnética de los aparatos y elementos de conmutación para circuitos de mando, y de los equipos multimedia",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.089.01.0017.01.SPA&toc=OJ:L:2021:089:TOC,"Decisión de Ejecución (UE) 2019/1326, Directiva 2014/30, Decisión 87/95",REG 1025/2012 EUR
L090,32021D0456,2021-03-16,"=HIPERVINCULO(""https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32021D0456&from=ES"";""Doc: 32021D0456"")","Decisión de Ejecución (UE) 2021/456 de la Comisión, de 12 de marzo de 2021, por la que se modifica la Decisión de Ejecución (UE) 2020/1604 en lo que respecta a la determinación de los valores de referencia de determinados importadores y productores para el período comprendido entre el 1 de enero de 2021 y el 31 de diciembre de 2023",https://eur-lex.europa.eu/legal-content/ES/AUTO/?uri=uriserv:OJ.L_.2021.090.01.0001.01.SPA&toc=OJ:L:2021:090:TOC,Decisión de Ejecución (UE) 2020/1604,
