Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-B-2021-13857.pdf"";""BOE-B-2021-13857"")",Anuncio de formalización de contratos de: ADIF - Presidencia. Objeto: Emergencia por efectos de la borrasca Gloria en el puente sobre el Tordera en el Punto Kilométrico 059/183 de la Línea 276 - Bifurcación Sagrera - Maçanet Massanes. Asistencia Técnica. Expediente: 3.20/27507.0027.,2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4515.pdf"";""BOE-A-2021-4515"")","Pleno. Sentencia 40/2021, de 18 de febrero de 2021. Recurso de inconstitucionalidad 4649-2020. Interpuesto por más de cincuenta senadores del Grupo Parlamentario Socialista respecto del Decreto-ley de la Junta de Castilla y León 6/2020, de 2 de julio, de medidas urgentes para incentivar las medidas de recuperación económica y social en el ámbito local. Límites materiales de los decretos leyes: justificación suficiente de la concurrencia del presupuesto habilitante de la extraordinaria y urgente necesidad en la reforma de la participación de los entes locales en fondos de titularidad autonómica.",2021-03-22,"Administración Local, Castilla y León, Cesión de Tributos, Epidemias, Fondos de dinero, Inversiones, Política económica, Recursos de inconstitucionalidad, Sistema tributario","Derecho Constitucional, Organización de la Administración, Sistema financiero, Sistema tributario",,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4501.pdf"";""BOE-A-2021-4501"")","Sala Segunda. Sentencia 26/2021, de 15 de febrero de 2021. Recurso de amparo 6079-2019. Promovido por Euroinversiones Inmobiliarias Costa Sur, S.L., respecto de las resoluciones dictadas por un juzgado de primera instancia e instrucción de Lorca en procedimiento de ejecución hipotecaria. Vulneración del derecho a la tutela judicial efectiva: STC 40/2020 [inadecuada utilización de la dirección electrónica habilitada como cauce de comunicación del primer emplazamiento procesal (SSTC 6/2019 y 47/2019) e inadmisión de la oposición a la ejecución resultante de la confusión del deber de las personas jurídicas de relacionarse con la administración de justicia por medio de comunicaciones electrónicas con la regulación del primer emplazamiento en los procesos civiles].",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4505.pdf"";""BOE-A-2021-4505"")","Sala Primera. Sentencia 30/2021, de 15 de febrero de 2021. Recurso de amparo 7501-2019. Promovido por Penrei Inversiones, S.L., respecto de las resoluciones dictadas por un juzgado de primera instancia e instrucción de Lorca en procedimiento de ejecución hipotecaria. Vulneración del derecho a la tutela judicial efectiva: STC 40/2020 [inadecuada utilización de la dirección electrónica habilitada como cauce de comunicación del primer emplazamiento procesal (SSTC 6/2019 y 47/2019) e inadmisión de la oposición a la ejecución resultante de la confusión del deber de las personas jurídicas de relacionarse con la administración de justicia por medio de comunicaciones electrónicas con la regulación del primer emplazamiento en los procesos civiles].",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4511.pdf"";""BOE-A-2021-4511"")","Pleno. Sentencia 36/2021, de 18 de febrero de 2021. Conflicto positivo de competencia 4088-2019. Planteado por el Gobierno de Cataluña en relación con diversos preceptos del Reglamento de adopción internacional aprobado por el Real Decreto 165/2019, de 22 de marzo. Competencias en materia de relaciones internacionales y protección de menores: nulidad de diversos preceptos de la Ley 54/2007, de 28 de diciembre, de adopción internacional, y de su Reglamento de desarrollo, que atribuyen funciones estrictamente ejecutivas a la administración del Estado. Voto particular.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4471.pdf"";""BOE-A-2021-4471"")","Resolución de 3 de marzo de 2021, de la Agencia Estatal de Seguridad Ferroviaria, por la que se publica el Acuerdo de encomienda de gestión con el Ministerio de Transportes, Movilidad y Agenda Urbana, en relación con la gestión de los concursos para la provisión de puestos de trabajo en la Agencia Estatal de Seguridad Ferroviaria.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4470.pdf"";""BOE-A-2021-4470"")","Resolución de 23 de febrero de 2021, de la Autoridad Portuaria de Gijón, por la que se publica la modificación de la composición de la Mesa de Contratación Permanente.",2021-03-22,"Asturias, Autoridades Portuarias, Mesas de Contratación","Derecho Administrativo, Organización de la Administración",,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4510.pdf"";""BOE-A-2021-4510"")","Pleno. Sentencia 35/2021, de 18 de febrero de 2021. Recurso de amparo 1265-2018. Promovido por don Jerry Aroon-Kumar Rustveld respecto de las sentencias dictadas por la Audiencia Provincial de Baleares y un juzgado de lo penal de Palma de Mallorca, que le condenaron por un delito de amenazas leves. Vulneración de los derechos a la defensa y a un proceso con todas las garantías: privación del derecho a la última palabra, a cuyo ejercicio no se había renunciado expresamente; matización de la doctrina de la STC 258/2007, de 18 de diciembre.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4504.pdf"";""BOE-A-2021-4504"")","Sala Segunda. Sentencia 29/2021, de 15 de febrero de 2021. Recurso de amparo 7447-2019. Promovido por doña Encarnación Castella Águila respecto de los autos dictados por la Sala de lo Penal de la Audiencia Nacional y un juzgado central de instrucción en el curso de diligencias previas por posible comisión de delitos en relación con la prestación de servicios odontológicos. Vulneración del derecho a la tutela judicial efectiva en relación con los derechos a la asistencia jurídica gratuita y a la asistencia letrada: resoluciones judiciales que supeditaron la intervención como acusación particular a la utilización de la defensa y representación de alguna de aquellas otras previamente personadas.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4512.pdf"";""BOE-A-2021-4512"")","Pleno. Sentencia 37/2021, de 18 de febrero de 2021. Conflicto positivo de competencia 4709-2019. Planteado por el Gobierno vasco en relación con diversos preceptos del Real Decreto 130/2019, de 8 de marzo, por el que se regula la base de datos nacional de subvenciones y la publicidad de las subvenciones y demás ayudas públicas. Potestad de autoorganización y autonomía parlamentaria, derechos históricos de los territorios forales y régimen de cooficialidad lingüística: nulidad del precepto reglamentario que prevé la incorporación de los datos suministrados por los órganos legislativos a la base nacional de subvenciones.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4506.pdf"";""BOE-A-2021-4506"")","Sala Primera. Sentencia 31/2021, de 15 de febrero de 2021. Recurso de amparo 7506-2019. Promovido por Penrei Inversiones, S.L., respecto de las resoluciones dictadas por un juzgado de primera instancia e instrucción de Lorca en procedimiento de ejecución hipotecaria. Vulneración del derecho a la tutela judicial efectiva: STC 40/2020 [inadecuada utilización de la dirección electrónica habilitada como cauce de comunicación del primer emplazamiento procesal (SSTC 6/2019 y 47/2019) e inadmisión de la oposición a la ejecución resultante de la confusión del deber de las personas jurídicas de relacionarse con la administración de justicia por medio de comunicaciones electrónicas con la regulación del primer emplazamiento en los procesos civiles].",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4472.pdf"";""BOE-A-2021-4472"")","Orden TMA/264/2021, de 3 de marzo, por la que se concede el Premio Nacional de Arquitectura correspondiente al año 2020.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4499.pdf"";""BOE-A-2021-4499"")","Sala Primera. Sentencia 24/2021, de 15 de febrero de 2021. Recurso de amparo 5564-2019. Promovido por don Ousmane Kebe Ndiaye respecto de las resoluciones dictadas por un juzgado de primera instancia de Granollers (Barcelona) en procedimiento de ejecución hipotecaria. Vulneración del derecho a la tutela judicial efectiva (motivación): STC 31/2019 (ausencia de control judicial de las cláusulas abusivas que desconoce la primacía del Derecho de la Unión Europea y la jurisprudencia del Tribunal de Justicia).",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4498.pdf"";""BOE-A-2021-4498"")","Sala Primera. Sentencia 23/2021, de 15 de febrero de 2021. Recurso de amparo 3995-2019. Promovido por doña Ana Isabel García Morales en relación con las resoluciones dictadas por un juzgado de primera instancia de Madrid en procedimiento de ejecución forzosa. Vulneración del derecho a la tutela judicial efectiva (acceso a la jurisdicción): resolución judicial que, al aplicar el precepto legal anulado por la STC 15/2020, de 28 de enero, deniega la revisión judicial de los decretos de los letrados de la administración de justicia (STC 17/2020).",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4473.pdf"";""BOE-A-2021-4473"")","Resolución de 15 de marzo de 2021, de la Secretaría General Técnica, por la que se publica la Adenda al Convenio entre el Servicio Público de Empleo Estatal y Corporación de Radio y Televisión Española, SA, S.M.E., para la difusión pública de información y conocimiento sobre el empleo y sobre las prestaciones por desempleo.",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4507.pdf"";""BOE-A-2021-4507"")","Sala Primera. Sentencia 32/2021, de 15 de febrero de 2021. Recurso de amparo 183-2020. Promovido por Euroinversiones Inmobiliarias Costa Sur, S.L., respecto de las resoluciones dictadas por un juzgado de primera instancia e instrucción de Lorca en procedimiento de ejecución hipotecaria. Vulneración del derecho a la tutela judicial efectiva: STC 40/2020 [inadecuada utilización de la dirección electrónica habilitada como cauce de comunicación del primer emplazamiento procesal (SSTC 6/2019 y 47/2019) e inadmisión de la oposición a la ejecución resultante de la confusión del deber de las personas jurídicas de relacionarse con la administración de justicia por medio de comunicaciones electrónicas con la regulación del primer emplazamiento en los procesos civiles].",2021-03-22,,,,,,
"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/03/22/pdfs/BOE-A-2021-4513.pdf"";""BOE-A-2021-4513"")","Pleno. Sentencia 38/2021, de 18 de febrero de 2021. Recurso de inconstitucionalidad 3681-2020. Interpuesto por el presidente del Gobierno respecto del apartado segundo de la disposición transitoria décima de la Ley del Parlamento Vasco 7/2019, de 27 de junio, de quinta modificación de la Ley de policía del País Vasco. Competencias sobre función pública: pruebas de acceso restringidas que contravienen las bases estatales en la materia (STC 38/2004).",2021-03-22,,,,,,
