Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21064052-2021,"RESOLUCIÓN PRE/613/2021, de 4 de marzo, por la que se abre la convocatoria para la concesión de ayudas extraordinarias y de emergencia para hacer frente a las afectaciones económicas y sociales producidas en el sector de la actividad física y el deporte a causa de la suspensión y la limitación de la apertura al público de las instalaciones deportivas en Cataluña atendiendo la publicación de las resoluciones SLT/1/2021, de 4 de enero, SLT/67/2021, de 17 de enero, y SLT/133/2021, de 22 de enero, como consecuencia de la crisis sanitaria, económica y social de la COVID-19 (ref. BDNS 551891).",09/03/2021,"Ley 39/2015, Resolución SLT/67/2021, Orden GRI/233/2015, Ley 38/2003, Ley 43/2020, Orden PRE/5/2017, Resolución SLT/1/2021, Resolución SLT/133/2021, Resolución PRE/392/2021, Ley 4/2020, Ley 26/2010","RES SLT/1/2021 CAT, RES SLT/133/2021 CAT, RES SLT/67/2021 CAT"
CVE-DOGC-B-21064039-2021,"RESOLUCIÓN SLT/622/2021, de 5 de febrero, por la que se abre la convocatoria para el año 2021, para la concesión de subvenciones para la financiación a entidades privadas sin afán de lucro, para las actuaciones en el ámbito de la salud de prevención, la atención integral, la reducción de daños y la formación en el ámbito de las drogodependencias y las adicciones comportamentales (ref. BDNS 551614).",09/03/2021,"Ley 39/2015, Real decreto 887/2006, Orden SLT/198/2018, Ley 38/2003, Ley 19/2014, Orden SLT/257/2017, Ley 4/2020, Ley 26/2010",
CVE-DOGC-B-21061051-2021,"EDICTO de 2 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de Girona referente al municipio de Breda.",09/03/2021,"Ley 39/2015, Ley 2/2007, Ley 3/2012, Ley 29/1998","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21061037-2021,"EDICTO de 2 de marzo de 2021, sobre un acuerdo de la Comisión Territorial de Urbanismo de Girona referente al municipio de Torroella de Montgrí.",09/03/2021,"Ley 39/2015, Ley 29/1998, Ley 2/2007, Ley 3/2012","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21064041-2021,"RESOLUCIÓN CLT/616/2021, de 4 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de subvenciones a proyectos de internacionalización de empresas audiovisuales que contribuyan a la comercialización de la producción audiovisual.",09/03/2021,"Ley 38/2003, Resolución CLT/1173/2020, Resolución CLT/187/2021, Resolución CLT/3142/2020, Ley 17/2015, Ley 20/2010",LEY 17/2015 ESP
CVE-DOGC-B-21064042-2021,"RESOLUCIÓN CLT/617/2021, de 4 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de subvenciones a la producción de nuevos montajes teatrales de sala y de calle de carácter profesional.",09/03/2021,"Ley 18/1982, Ley 38/2003, Resolución CLT/807/2019, Resolución CLT/187/2021, Resolución CLT/3142/2020, Resolución CLT/298/2020",
CVE-DOGC-B-21064043-2021,"RESOLUCIÓN CLT/618/2021, de 4 de marzo, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueban las bases específicas que regirán la concesión de subvenciones para las actividades de las galerías de arte.",09/03/2021,"Resolución CLT/1356/2017, Ley 38/2003, Real decreto 463/2020, Resolución CLT/187/2021, Resolución CLT/3142/2020, Ley 17/2015","LEY 17/2015 ESP, RES TES/1034/2020 CAT, RES TES/973/2020 CAT"
CVE-DOGC-B-21064046-2021,"RESOLUCIÓN EMC/621/2021, de 24 de febrero, por la que se amplía la dotación presupuestaria de la convocatoria de doctorados industriales (DI) 2020 (ref. BDNS 496769).",09/03/2021,"Ley 39/2015, Resolución EMC/460/2020, Resolución EMC/283/2020, Ley 38/2003, Ley 29/1998, Resolución UNI/73/2003, Real Decreto 887/2006",
CVE-DOGC-B-21063053-2021,"RESOLUCIÓN EMC/604/2021, de 2 de marzo, por la que se abre la convocatoria para el año 2021 de la línea de ayudas de movilidad de personas investigadoras para desarrollar proyectos de investigación aplicada orientados a la transferencia tecnológica (Tecniospring INDUSTRY) (ref. BDNS 551789).",09/03/2021,"Ley 39/2015, Real decreto 887/2006, Ley 38/2003, Resolución EMC/3294/2020, Resolución EMC/1446/2020, Ley 29/1998, Ley 26/2010",
CVE-DOGC-B-21064047-2021,"ORDEN ARP/54/2021, de 3 de marzo, por la que se aprueban las bases reguladoras de las ayudas para el desarrollo de proyectos de cooperación de los grupos de acción local de Cataluña en el marco del Programa de desarrollo rural de Cataluña 2014-2020 y en los años 2021 y 2022 (operación 19.03.01).",09/03/2021,"Ley 4/2008, Reglamento (UE) 2020/2220, Ley 39/2015, Orden GRI/233/2015, Ley 38/2003, Orden ARP/69/2019, Real decreto 1720/2007, Orden AAM/387/2014, Ley 59/2003, Reglamento (UE) 808/2014, Reglamento (UE) 2016/679, Reglamento (UE) 1305/2013, Reglamento (UE) 1303/2013, Reglamento (UE) 809/2014, Real decreto legislativo 9/2017, Ley 5/2011, Ley 7/2012, Reglamento (UE) 1306/2013",
CVE-DOGC-B-21061069-2021,"RESOLUCIÓN ARP/580/2021, de 25 de febrero, por la que se resuelve favorablemente la solicitud de modificación del pliego de condiciones de la Denominación de Origen Protegida Montsant.",09/03/2021,Real decreto 1335/2011,
