Item_id,Item_Title,Fecha_publicacion,Tags,Match_ASECORP_BBDD
CVE-DOGC-B-21082033-2021,"RESOLUCIÓN PRE/815/2021, de 22 de marzo, por la que se da publicidad a los convenios de colaboración formalizados por el Departamento de la Presidencia durante el año 2020.",25/03/2021,"Ley 26/2010, Real Decreto 778/2020, Real Decreto-ley 11/2019, Ley 19/2014",
CVE-DOGC-B-21082035-2021,"ORDEN VEH/66/2021, de 16 de marzo, por la que se aprueba la aplicación del Tramitador electrónico de recursos especiales en materia de contratación pública (TREC).",25/03/2021,"Ley 26/2010, Ley 9/2017",LEY 9/2017 ESP
CVE-DOGC-B-21083007-2021,"ACUERDO GOV/32/2021, de 23 de marzo, por el que se autoriza la modificación de los Estatutos del Consorcio Instituto Catalán de Evaluación de Políticas Públicas (Ivàlua) y se aprueba su texto íntegro.",25/03/2021,"Ley 26/2010, Ley 13/2008, Ley 9/2017, Ley 40/2015",LEY 9/2017 ESP
CVE-DOGC-B-21082095-2021,"DECRETO 18/2021, de 23 de marzo, por el que se crea el título de la Generalidad de técnico o técnica superior en Maquinaria Escénica, y se establece su currículum.",25/03/2021,"Ley 26/2010, Ley 12/2009, Ley 19/2014, Ley 13/2008",
CVE-DOGC-B-21083009-2021,"ACUERDO GOV/34/2021, de 23 de marzo, por el que se autoriza la modificación del artículo 2 de los Estatutos de la sociedad Centrales e Infraestructuras para la Movilidad y las Actividades Logísticas, SAU.",25/03/2021,"Ley 13/2008, Real decreto legislativo 1/2010, Ley 4/1985",
CVE-DOGC-B-21077031-2021,"EDICTO de 17 de marzo de 2021, sobre un acuerdo de la Subcomisión de Urbanismo del Municipio de Barcelona referente a una modificación del Plan general metropolitano en la rambla de El Prat en la Vila de Gràcia.",25/03/2021,"Ley 39/2015, Ley 2/2007, Ley 29/1998, Ley 3/2012","DLE 3/2012 CAT, LEY 14/2015 CAT, LEY 3/2012 CAT, LEY 3/2012 ESP"
CVE-DOGC-B-21082038-2021,"RESOLUCIÓN TES/811/2021, de 22 de marzo, por la que se hace público el Acuerdo del Consejo de Administración por el que se modifica una base reguladora de las bases de una línea de subvenciones destinadas a cofinanciar los gastos extraordinarios realizados por los entes locales y generados por el transporte de agua destinada al consumo doméstico mediante vehículos cisterna, o por la ejecución de obras o de actuaciones de urgencia equivalentes destinadas a resolver de manera inmediata problemas de potabilidad o carencia, aprobadas por Acuerdo del Consejo de Administración de la Agencia Catalana del Agua, de 28 de abril de 2020, hecho público por la Resolución TES/1144/2020, de 27 de mayo.",25/03/2021,"Ley 39/2015, Ley 29/1988, Resolución TES/1144/2020",
CVE-DOGC-B-21083010-2021,"ACUERDO GOV/35/2021, de 23 de marzo, por el que se declara Bien Cultural de Interés Nacional, en la categoría de Monumento Histórico, la Ricarda (Casa Gomis), en El Prat de Llobregat (Baix Llobregat) y se delimita su entorno de protección.",25/03/2021,"Resolución CLT/676/2020, Ley 9/1993",
CVE-DOGC-B-21082040-2021,"RESOLUCIÓN TSF/812/2021, de 22 de marzo, por la que se abre la convocatoria ordinaria para la concesión de subvenciones de proyectos y actividades a entidades del ámbito de políticas sociales del Departamento de Trabajo, Asuntos Sociales y Familias para el ejercicio 2021 (ref. BDNS 554358).",25/03/2021,"Ley 39/2015, Ley 38/2003, Orden TSF/59/2021, Ley 26/2010, Ley 19/2014, Orden TSF/63/2018, Ley 29/1998, Real decreto 887/2006",
CVE-DOGC-B-21082039-2021,"RESOLUCIÓN TSF/814/2021, de 22 de marzo, por la que se establece la cuantía de los módulos económicos para las actuaciones de fomento de la contratación, calculados según el salario mínimo interprofesional, aplicables a las subvenciones que promueve el Servicio Público de Empleo de Cataluña para el año 2021.",25/03/2021,"Ley 13/1989, ley 38/2020, Real decreto 231/2020, Ley 13/2015, Resolución TSF/304/2019, Real Decreto 231/2020, Orden ECO/172/2015","LEY 23/2002 CAT, STC 21/2017 ESP"
CVE-DOGC-B-21082041-2021,"RESOLUCIÓN EMC/813/2021, de 3 de marzo, por la que se hace pública la convocatoria para los años 2021 y 2022 de la línea de préstamos en condiciones preferentes para la financiación de proyectos de inversión y desarrollo industrial (ref. BDNS 554325).",25/03/2021,"Ley 13/1989, Ley 39/2015, Ley 38/2003, Ley 26/2010, Real Decreto 887/2006, Orden EMC/228/2020",LEY 23/2002 CAT
CVE-DOGC-B-21082043-2021,"ORDEN PDA/67/2021, de 23 de marzo, por la que se fijan los precios públicos para el alquiler de la fibra óptica gestionada por el Centro de Telecomunicaciones y Tecnologías de la Información de la Generalidad de Cataluña.",25/03/2021,Ley 15/1993,
CVE-DOGC-B-21082045-2021,"RESOLUCIÓN ARP/817/2021, de 23 de marzo, por la que se amplía la zona de seguridad, a efectos cinegéticos, del término municipal de Canovelles.",25/03/2021,"Ley 39/2015, Resolución AAM/2800/2013, Resolución de 19 de diciembre de 2019",
CVE-DOGC-B-21082046-2021,"RESOLUCIÓN ARP/818/2021, de 15 de marzo, por la que se modifica la Resolución ARP/1498/2018, de 22 de junio, por la que se convocan las ayudas para proyectos de cooperación interterritoriales y transnacionales de los grupos de acción local pesqueros para el desarrollo local participativo de las zonas de pesca en el marco del Fondo Europeo Marítimo y de la Pesca en Cataluña 2014-2020, correspondientes al período 2018-2023 (ref. BDNS 406058).",25/03/2021,Resolución ARP/1498/2018,
