,Item_id,Item_Name,Fecha_publicacion,Materias,Alertas,Referencias,Referencias_completas,Tags,Match_ASECORP_BBDD
0,"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/08/pdfs/BOE-A-2021-1773.pdf"";""BOE-A-2021-1773"")",Modificaciones del Reglamento del Tratado de cooperación en materia de patentes (PCT) adoptadas el 2 de octubre de 2018 por la Asamblea de la Unión Internacional de Cooperación en materia de patentes (Unión PCT) en su 50º periodo de sesiones (29º extraordinario).,2021-02-08,"Acuerdos internacionales, Organización Mundial de la Propiedad Intelectual, Patentes, Tasas","Derecho Mercantil, Relaciones internacionales",,,,
1,"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/08/pdfs/BOE-A-2021-1772.pdf"";""BOE-A-2021-1772"")","Instrumento de Aprobación de la Enmienda al artículo 38 de los Estatutos de la Organización Mundial del Turismo (OMT), adoptada por la Asamblea General de la OMT en Cartagena de Indias el 29 de noviembre de 2007, mediante Resolución A/RES/521(XVII).",2021-02-08,"Acuerdos internacionales, China, Lenguas oficiales, Organización Mundial de Turismo","Relaciones internacionales, Turismo",,,,
2,"=HIPERVINCULO(""https://www.boe.es/boe/dias/2021/02/08/pdfs/BOE-A-2021-1771.pdf"";""BOE-A-2021-1771"")","Enmiendas al Código Internacional de Estabilidad sin Avería, 2008 (Código IS 2008) adoptadas en Londres el 24 de mayo de 2018 mediante la Resolución MSC. 443(99).",2021-02-08,"Acuerdos internacionales, Buques, Construcciones navales, Navegación marítima, Organización Marítima Internacional, Seguridad de la vida humana en el mar","Relaciones internacionales, Transportes y tráfico",,,,
